label,text
Mixed,"الواحد كان فاكر الي بيحصل في سجون مصر من ايام عبد الناصر الاسوء، لكن اتضح ان العسكر في كل الانظمة العربية بيتنافسوا بينهم وبين بعض على المركز الاسوأ، وان الانظمة العربية بتعامل شعبها على اساس انه هو العدو الحقيقي، كمية ظلم وذل وقسوة وغل وكفر تعجز الكلمات عن وصفها"
Positive,"مرة قالي صديقي الإسلامي، اللي بيقرأ من التيار الإسلامي لنجيب محفوظ، يا بيحبه حد الإفتتان، يا بيناصبه العداء، وكل على حد حبه للحرية والجمال.. ويسخر من أصلي الكريم قائلا:. من جدك الراوي؟ أنا جدك الحقيقي، واهبك هذه المرأة الجميلة التي تمتص قذائف غرائزك الشريرة.. فأقول له:. جدي من رجال الله.. فيقهقه قائلا:. نحن رجال الله حقا، الله المنتقم الجبار خالق الجحيم والزلازل، انظر إلى هؤلاء مشيرا إلى معسكر المتشردين إنهم رجال الله، صورة منه في جبروته وانتقامه.. أزمة نجيب مع الإسلاميين، إنه بيتكلم ويفكر مع القارئ، بيدخل جوه دماغه ويتشبح فيها بإيديه ورجليه ويوسع له عضم الجمجمة، وبمجرد ما بيطوي العمل، بيكون شاف الصورة من زاوية عمره ما كان يتخيلها وأتيجي في دماغه.. لتمتلئ الحياة بالجنون المقدس حتى النفس الأخير."
Negative,"إن حبكة هذه الرواية الخيالية بشكل لا يعقل وجدتها مثيرة للسخرية... لقد أردت في البداية أن أتركها وأبدأ برواية أخرى لغيوم ميسو لكني تحاملت على نفسي وأكملتها.. تلك المطارادات التي حصلت بحثا عن الكتاب الأخير، وقصة كارول وميلو وتحولها السريع والغير منطقي، العثور على النسخة في نهاية الأمر، وانكشاف قصة بيلي بالنهاية. كل هذه الأحداث جعلتني أعتقد بأن هذه الرواية تصلح لفيلم هندي : . أما بالنسبة للترجمة فقد كانت جيدة، وهذا هو أساس تقييمي للرواية، أعتقد بأني قد أسأت اختيار هذه الرواية للبدء بقراءة أعمال غيوم ميسو، أتمنى حقا أن لا تكون الأعمال الأخرى مشابهة لها."
Negative,كنت بفعد اعيد كتير في الصفحات عشان افهم بس ماكنتش بفهم حاجة وبتلغبط
Positive,"أي علم هذا الذي لم يستطع حتى الآن أن يضع أصوات من نحب في أقراص ، أو في زجاجة دواء نتناولها سرا عندما نصاب بوعكة عاطفية بدون أن يدري صاحبها كم نحن نحتاجه."
Mixed,مرضي. الفندق جميل بصفه عامةقريب من بوابة النساء. الحركة في مواقف السيارات تستلزم الحذر الشديد.دورات المياه تحتاج بعض الصيانة وجود اعمال انشائية بالقرب من الموقع
Negative,كتاب يدعو الى التلون وعدم الشفافية بالاضافة الى الملل بسبب ذكر حروب واسماء غريبة وغير واضحة
Negative,"لولا بعض المعلومات الفرعونيه كانت الروايه دى ماستحقتش ولا نجمه . مفهمتش ازاى دكتور مصطفى محمود بيكتب عن ما يسمى ب علم الارواح ، يعنى الارواح من امتى كانت علم . التركيز على الجانب الفلسفى اخد جانب كبير من التعبير فى الكلام لذلك الكلام معظمه غير علمى بالمره ، زى اطلاق كلمه عالم روحى على بعض الدجاليين و غيرها من المعلومات المكتوبه اللى مينفعش تتكتب نظرا لان قرأ دكتور مصطفى محمود اعتقد من جميع الفئات العمريه و العقليه. على مستوى الروايه : الانتقال فجأه من احداث الارواح و الدجاليين للفراعنه و معلومات عن الفراعنه و فى الاخر ربطك ده ب ده ب ان كانت الروح هى اللى بتلهمه يكتشف كل ده ، اعتقد ان هنا مفيش حبكه للروايه دا غير ان انتقال الاحداث و ربطها ببعضها غير منطقى بالمره."
Positive,جيد . موظف الاستقبال.
Negative,غير راضي جدا . . الفندق غير متعاون مع العملاء و اسلوبهم مستفز بطرح المنتجات و طلبنا منهم اعواد ثقاب و منعونا و الغرفه رديئة مستهلكمه و غير نظيفه و كذلك الحمام و ادوات الاستهلاك قديمه وطلبنا غرفه مع بلكونه في موقع ولم يوفروا لنا طلباتنا انا جدا جدا مستاء
Positive,جيد. نظافة المكان .. أثاث جديد .. قربه من المول. عدم وجود أشياء بسيطة يجب توفرها مثل سرير أطفال و شباشب حمام و مناشف
Mixed,مختارات القصيبي أفضل بكثير من الشعر الخاص به. ومختارات العرب تتفوق على المختارات المترجمة بمراحل
Negative,"أسوأ أسوأ أسوأ أسوأ أسوأ أسوأ فندق في العالم وغير نظيف وسلوك سيئ أيضا يا إلهي كان هذا الفندق قذرا جدا ذكرني بالعصور القديمة ، حتى في العصور القديمة كان الناس نظيفين وجيدين. كل شيء قد قيل عنه حيث أن الفتاة الفلبينية الصغيرة التي تعمل بالفندق كانت وقحة وبلا معنى تماما كالفندق الذي تعمل به. وكان هناك رجل هندي أصلع يعمل في الاستقبال كان يعطي رقم هاتف النزيل للنزلاء الآخرين ، نحن نثق بهم ونعطيهم بياناتنا وهم يبيعونها للآخرين هاتف غرفتي يرن باستمرار وعندما أقول لهم سأشتكي عليكم يردون بأن موظف الاستقبال هو من أعطاهم الرقم وعندما قلت لموظف الاستقبال الهندي لماذا تعطي أرقامنا السرية ما كان علينا أن نثق بالفندق من البداية بسبب غرفه القذرة من الداخل، كما قلت له سأقابل مديركم غدا عندما يأتي في الثامنة لكنني كنت مسافرا وقلت لنفسي من المؤكد أن مديرهم مثلهم وأنهم جميعا في نفس العصابة. لا أنصح أي شخص بأن يحجز هنا وحتى إن حجز فبمجرد أن يرى موقع الفندق من الخارج والمنطقة الفقيرة حوله سوف يهربون منه أنصح الناس بأن يحجزوا في فندق الحبيب أو أجنحة لاندمارك أو هاميلتون إنها فنادق ممتازة في النظافة والتعامل الجيد والخدمة ساعة ويحاولون مساعدتك في كل وقت أنا حقا أحبهم إنهم أذكياء وليسوا متخلفين ، بارك الله فيهم أصدقائي."
